#ID = Agilent feature number
#COL = Column
#ROW = Row
#miRNA_ID = 
#PROBE NAME = Spot identifier
#CONTROL_TYPE = Control type
#ACCESSION_STRING = Accession String
#CHROMOSOMAL_LOCATION = Chromosomal Location
#DESCRIPTION = Description
#SPOT_ID = 
ID	COL	ROW	miRNA_ID	PROBE NAME	CONTROL_TYPE	ACCESSION_STRING	CHROMOSOMAL_LOCATION	DESCRIPTION	SPOT_ID
221	95	52	hsa-let-7e	A_25_P00011984	FALSE	mir|hsa-let-7e|mir|MIMAT0000066	chr19:056887862-056887879	NA	
222	95	50	hsa-miR-10a	A_25_P00010470	FALSE	mir|hsa-miR-10a|mir|MIMAT0000253	chr17:044012242-044012223	NA	
223	95	48	hsa-miR-496	A_25_P00010721	FALSE	mir|hsa-miR-496|mir|MIMAT0002818|mir|hsa-miR-496_v9.1	chr14:100596723-100596739	NA	
224	95	46	hsa-miR-558	A_25_P00011325	FALSE	mir|hsa-miR-558|mir|MIMAT0003222	chr2:032610787-032610802	NA	
225	95	44	hsa-miR-539	A_25_P00014893	FALSE	mir|hsa-miR-539|mir|MIMAT0003163	chr14:100583419-100583440	NA	
226	95	42	hsa-miR-376a	A_25_P00010276	FALSE	mir|hsa-miR-376a|mir|MIMAT0000729	chr14:100576918-100576935	NA	
227	95	40	hsa-miR-640	A_25_P00010371	FALSE	mir|hsa-miR-640|mir|MIMAT0003310	chr19:019406936-019406952	NA	
228	95	38	hsa-miR-510	A_25_P00012682	FALSE	mir|hsa-miR-510|mir|MIMAT0002882	chrX:146161575-146161560	NA	
229	95	36	hsa-miR-181c	A_25_P00010287	FALSE	mir|hsa-miR-181c|mir|MIMAT0000258	chr19:013846543-013846560	NA	
230	95	34	hsa-miR-485-5p	A_25_P00010706	FALSE	mir|hsa-miR-485-5p|mir|MIMAT0002175	chr14:100591521-100591538	NA	
231	95	32	kshv-miR-K12-5	A_25_P00011734	FALSE	mir|kshv-miR-K12-5|mir|MIMAT0002190	unmapped	NA	
232	95	30	hsv1-miR-H1	A_25_P00011799	FALSE	mir|hsv1-miR-H1|mir|MIMAT0003744	unmapped	NA	
233	95	28	hsa-miR-22	A_25_P00010205	FALSE	mir|hsa-miR-22|mir|MIMAT0000077	chr17:001564020-001564003	NA	
234	95	26	ebv-miR-BART7*	A_25_P00013796	FALSE	mir|ebv-miR-BART7*|mir|MIMAT0004815	unmapped	NA	
235	95	24	hsa-miR-549	A_25_P00010366	FALSE	mir|hsa-miR-549|mir|MIMAT0003333	chr15:078921454-078921436	NA	
236	95	22	hsa-miR-625*	A_25_P00013643	FALSE	mir|hsa-miR-625*|mir|MIMAT0004808	chr14:065007627-065007645	NA	
237	95	20	hsa-miR-367*	A_25_P00013519	FALSE	mir|hsa-miR-367*|mir|MIMAT0004686	chr4:113788505-113788486	NA	
238	95	18	hsa-miR-518e*	A_25_P00014870	FALSE	mir|hsa-miR-518e*|mir|MIMAT0005450|mir|hsa-miR-519a*|mir|MIMAT0005452|mir|hsa-miR-519b-5p|mir|MIMAT0005454|mir|hsa-miR-519c-5p|mir|MIMAT0002831|mir|hsa-miR-522*|mir|MIMAT0005451|mir|hsa-miR-523*|mir|MIMAT0005449	chr19:058893469-058893487	NA	
239	95	16	hsa-miR-544	A_25_P00012700	FALSE	mir|hsa-miR-544|mir|MIMAT0003164	chr14:100584804-100584823	NA	
240	95	14		NA	ignore				-- ignore
241	95	12	hsa-miR-302d*	A_25_P00013515	FALSE	mir|hsa-miR-302d*|mir|MIMAT0004685	chr4:113788635-113788624	NA	
242	95	10		NA	ignore				-- ignore
243	95	8		NA	ignore				-- ignore
244	95	6	hsa-miR-96	A_25_P00012035	FALSE	mir|hsa-miR-96|mir|MIMAT0000095	chr7:129201798-129201777	NA	
245	95	4		DarkCorner	pos				CONTROL
246	95	2		DarkCorner	pos				CONTROL
247	95	163		DarkCorner	pos				CONTROL
248	95	161		NA	ignore				-- ignore
249	95	159		NegativeControl	neg				CONTROL
250	95	157	hsa-miR-605	A_25_P00010397	FALSE	mir|hsa-miR-605|mir|MIMAT0003273	chr10:052729360-052729376	NA	
251	95	155		NA	ignore				-- ignore
252	95	153	hsa-miR-208a	A_25_P00010138	FALSE	mir|hsa-miR-208a|mir|MIMAT0000241|mir|hsa-miR-208_v9.1	chr14:022927709-022927691	NA	
253	95	151	hsa-miR-153	A_25_P00012199	FALSE	mir|hsa-miR-153|mir|MIMAT0000439	chr2:219867151-219867133	NA	
254	95	149		dmr_285	pos				CONTROL
255	95	147		NA	ignore				-- ignore
256	95	145	hcmv-miR-US33-5p	A_25_P00011751	FALSE	mir|hcmv-miR-US33-5p|mir|MIMAT0001584|mir|hcmv-miR-US33_v9.1	unmapped	NA	
257	95	143	hsa-miR-889	A_25_P00012951	FALSE	mir|hsa-miR-889|mir|MIMAT0004921	chr14:100584040-100584059	NA	
258	95	141	ebv-miR-BART13*	A_25_P00013815	FALSE	mir|ebv-miR-BART13*|mir|MIMAT0004818	unmapped	NA	
259	95	139	hsa-miR-519e	A_25_P00012525	FALSE	mir|hsa-miR-519e|mir|MIMAT0002829	chr19:058875057-058875078	NA	
260	95	137		NA	ignore				-- ignore
261	95	135	hsa-miR-134	A_25_P00012230	FALSE	mir|hsa-miR-134|mir|MIMAT0000447	chr14:100590794-100590805	NA	
262	95	133	hsa-miR-639	A_25_P00011255	FALSE	mir|hsa-miR-639|mir|MIMAT0003309	chr19:014501423-014501437	NA	
263	95	131		NA	ignore				-- ignore
264	95	129	hsa-miR-142-5p	A_25_P00014844	FALSE	mir|hsa-miR-142-5p|mir|MIMAT0000433	chr17:053763627-053763609	NA	
265	95	127	hsa-miR-532-5p	A_25_P00010271	FALSE	mir|hsa-miR-532-5p|mir|MIMAT0002888|mir|hsa-miR-532_v9.1	chrX:049654519-049654534	NA	
266	95	125	hsa-miR-513c	A_25_P00014973	FALSE	mir|hsa-miR-513c|mir|MIMAT0005789	chrX:146078948-146078930	NA	
267	95	123	hsa-miR-369-5p	A_25_P00010789	FALSE	mir|hsa-miR-369-5p|mir|MIMAT0001621	chr14:100601698-100601717	NA	
268	95	121	hsa-miR-663	A_25_P00010799	FALSE	mir|hsa-miR-663|mir|MIMAT0003326	chr20:026136857-026136845	NA	
269	95	119	hsa-miR-196a*	A_25_P00013328	FALSE	mir|hsa-miR-196a*|mir|MIMAT0004562	chr12:052671860-052671871	NA	
270	95	117	hsa-miR-92a	A_25_P00012030	FALSE	mir|hsa-miR-92a|mir|MIMAT0000092	chr13:090801623-090801637	NA	
271	95	115	hsa-miR-299-3p	A_25_P00010104	FALSE	mir|hsa-miR-299-3p|mir|MIMAT0000687	chr14:100559927-100559943	NA	
272	95	113		NC2_00122731	neg				CONTROL
273	95	111	hsa-miR-106b*	A_25_P00013480	FALSE	mir|hsa-miR-106b*|mir|MIMAT0004672	chr7:099529624-099529611	NA	
274	95	109	hsa-miR-490-3p	A_25_P00010508	FALSE	mir|hsa-miR-490-3p|mir|MIMAT0002806|mir|hsa-miR-490_v9.1	chr7:136238535-136238550	NA	
275	95	107	hsa-miR-758	A_25_P00011429	FALSE	mir|hsa-miR-758|mir|MIMAT0003879	chr14:100562166-100562182	NA	
276	95	105	hsa-miR-196b	A_25_P00012412	FALSE	mir|hsa-miR-196b|mir|MIMAT0001080	chr7:027175659-027175640	NA	
277	95	103	hsa-miR-324-3p	A_25_P00010539	FALSE	mir|hsa-miR-324-3p|mir|MIMAT0000762|mir|hsa-miR-324-3p_v9.1	chr17:007067411-007067396	NA	
278	95	101	hsa-miR-223	A_25_P00012131	FALSE	mir|hsa-miR-223|mir|MIMAT0000280	chrX:065155505-065155525	NA	
279	95	99	hsa-miR-326	A_25_P00010671	FALSE	mir|hsa-miR-326|mir|MIMAT0000756	chr11:074723862-074723848	NA	
280	95	97	hsa-miR-556-5p	A_25_P00012712	FALSE	mir|hsa-miR-556-5p|mir|MIMAT0003220	chr1:160578978-160578996	NA	
281	95	95	hsa-miR-144*	A_25_P00013422	FALSE	mir|hsa-miR-144*|mir|MIMAT0004600	chr17:024212712-024212692	NA	
282	95	93	hsa-miR-19b-2*	A_25_P00013166	FALSE	mir|hsa-miR-19b-2*|mir|MIMAT0004492	chrX:133131406-133131386	NA	
283	95	91	hsa-miR-488	A_25_P00012472	FALSE	mir|hsa-miR-488|mir|MIMAT0004763	chr1:175265193-175265174	NA	
284	95	89	hsa-miR-561	A_25_P00011294	FALSE	mir|hsa-miR-561|mir|MIMAT0003225	chr2:188870528-188870545	NA	
285	95	87	hsa-miR-218-1*	A_25_P00013339	FALSE	mir|hsa-miR-218-1*|mir|MIMAT0004565	chr4:020139070-020139084	NA	
286	95	85	hsa-miR-379	A_25_P00012337	FALSE	mir|hsa-miR-379|mir|MIMAT0000733	chr14:100558167-100558181	NA	
287	95	83	hsa-miR-141*	A_25_P00013412	FALSE	mir|hsa-miR-141*|mir|MIMAT0004598	chr12:006943544-006943558	NA	
288	95	81	hsa-miR-512-5p	A_25_P00010694	FALSE	mir|hsa-miR-512-5p|mir|MIMAT0002822	chr19:058864247-058864264	NA	
289	95	79	hsa-miR-589*	A_25_P00011050	FALSE	mir|hsa-miR-589*|mir|MIMAT0003256|mir|hsa-miR-589_v9.1	chr7:005502059-005502045	NA	
290	95	77		NA	ignore				-- ignore
291	95	75	hsa-miR-423-3p	A_25_P00012422	FALSE	mir|hsa-miR-423-3p|mir|MIMAT0001340	chr17:025468287-025468297	NA	
292	95	73	hsa-miR-99a*	A_25_P00013242	FALSE	mir|hsa-miR-99a*|mir|MIMAT0004511	chr21:016833335-016833350	NA	
293	95	71		NA	ignore				-- ignore
294	95	69	hsa-miR-497	A_25_P00010130	FALSE	mir|hsa-miR-497|mir|MIMAT0002820	chr17:006861997-006861981	NA	
295	95	67		NC2_00079215	neg				CONTROL
296	95	65	hsa-miR-191	A_25_P00012204	FALSE	mir|hsa-miR-191|mir|MIMAT0000440	chr3:049033092-049033079	NA	
297	95	63	hsa-miR-23b*	A_25_P00013373	FALSE	mir|hsa-miR-23b*|mir|MIMAT0004587	chr9:096887334-096887351	NA	
298	95	61		NA	ignore				-- ignore
299	95	59		NA	ignore				-- ignore
300	95	57	ebv-miR-BART8	A_25_P00011790	FALSE	mir|ebv-miR-BART8|mir|MIMAT0003417|mir|ebv-miR-BART8-5p_v9.1	unmapped	NA	
301	95	55	hsa-miR-802	A_25_P00011244	FALSE	mir|hsa-miR-802|mir|MIMAT0004185	chr21:036014906-036014922	NA	
302	95	53	hsa-miR-19a*	A_25_P00013158	FALSE	mir|hsa-miR-19a*|mir|MIMAT0004490	chr13:090801161-090801180	NA	
303	95	51	hsa-miR-921	A_25_P00013043	FALSE	mir|hsa-miR-921|mir|MIMAT0004971	chr1:164390629-164390613	NA	
304	95	49	hsa-miR-409-3p	A_25_P00010408	FALSE	mir|hsa-miR-409-3p|mir|MIMAT0001639|mir|hsa-miR-409-3p_v9.1	chr14:100601443-100601457	NA	
305	95	47		NegativeControl	neg				CONTROL
306	95	45	hsa-miR-618	A_25_P00011280	FALSE	mir|hsa-miR-618|mir|MIMAT0003287	chr12:079853683-079853666	NA	
307	95	43	hsa-miR-137	A_25_P00010617	FALSE	mir|hsa-miR-137|mir|MIMAT0000429|mir|hsa-miR-137_v9.1	chr1:098284294-098284276	NA	
308	95	41	hsa-miR-769-3p	A_25_P00011231	FALSE	mir|hsa-miR-769-3p|mir|MIMAT0003887	chr19:051214106-051214120	NA	
309	95	39	hsa-miR-139-5p	A_25_P00012070	FALSE	mir|hsa-miR-139-5p|mir|MIMAT0000250	chr11:072003782-072003768	NA	
310	95	37	hsa-miR-192*	A_25_P00014532	FALSE	mir|hsa-miR-192*|mir|MIMAT0004543	chr11:064415272-064415254	NA	
311	95	35	hsa-miR-502-5p	A_25_P00010959	FALSE	mir|hsa-miR-502-5p|mir|MIMAT0002873|mir|hsa-miR-502_v9.1	chrX:049665964-049665981	NA	
312	95	33	hsa-miR-125b-2*	A_25_P00014589	FALSE	mir|hsa-miR-125b-2*|mir|MIMAT0004603	chr21:016884488-016884502	NA	
313	95	31	hsa-miR-30b	A_25_P00013922	FALSE	mir|hsa-miR-30b|mir|MIMAT0000420	chr8:135881982-135881966	NA	
314	95	29	hsa-miR-518c*	A_25_P00014876	FALSE	mir|hsa-miR-518c*|mir|MIMAT0002847|mir|hsa-miR-518d-5p|mir|MIMAT0005456|mir|hsa-miR-520c-5p|mir|MIMAT0005455|mir|hsa-miR-526a|mir|MIMAT0002845	chr19:058901338-058901353	NA	
315	95	27	hsa-miR-30e	A_25_P00012300	FALSE	mir|hsa-miR-30e|mir|MIMAT0000692	chr1:040992636-040992651	NA	
316	95	25	hsa-miR-32	A_25_P00012023	FALSE	mir|hsa-miR-32|mir|MIMAT0000090	chr9:110848356-110848337	NA	
317	95	23	hsa-miR-520g	A_25_P00010169	FALSE	mir|hsa-miR-520g|mir|MIMAT0002858	chr19:058917291-058917309	NA	
318	95	21	hsa-miR-675	A_25_P00011609	FALSE	mir|hsa-miR-675|mir|MIMAT0004284	chr11:001974596-001974583	NA	
319	95	19	hsa-miR-361-3p	A_25_P00012305	FALSE	mir|hsa-miR-361-3p|mir|MIMAT0004682	chrX:085045363-085045344	NA	
320	95	17	hsa-miR-570	A_25_P00012722	FALSE	mir|hsa-miR-570|mir|MIMAT0003235	chr3:196911513-196911532	NA	
321	95	15	hsa-miR-520e	A_25_P00010562	FALSE	mir|hsa-miR-520e|mir|MIMAT0002825	chr19:058870834-058870850	NA	
322	95	13		NA	ignore				-- ignore
323	95	11	hsa-miR-513a-3p	A_25_P00014891	FALSE	mir|hsa-miR-513a-3p|mir|MIMAT0004777	chrX:146115128-146115111	NA	
324	95	9	hsa-miR-154	A_25_P00010584	FALSE	mir|hsa-miR-154|mir|MIMAT0000452	chr14:100595863-100595880	NA	
325	95	7		NA	ignore				-- ignore
326	95	5	hsa-miR-98	A_25_P00010048	FALSE	mir|hsa-miR-98|mir|MIMAT0000096	chrX:053599951-053599932	NA	
327	95	3	hsa-miR-888*	A_25_P00013662	FALSE	mir|hsa-miR-888*|mir|MIMAT0004917	chrX:144884060-144884044	NA	
328	95	1		DarkCorner	pos				CONTROL
329	94	164		SCorner3	pos				CONTROL
330	94	162	hsa-miR-632	A_25_P00011019	FALSE	mir|hsa-miR-632|mir|MIMAT0003302	chr17:027701303-027701319	NA	
331	94	160		dmr_316	pos				CONTROL
332	94	158	hsa-miR-330-5p	A_25_P00012345	FALSE	mir|hsa-miR-330-5p|mir|MIMAT0004693	chr19:050834130-050834117	NA	
333	94	156	hsa-miR-556-3p	A_25_P00012717	FALSE	mir|hsa-miR-556-3p|mir|MIMAT0004793	chr1:160579015-160579035	NA	
334	94	154		NA	ignore				-- ignore
335	94	152	hsa-miR-483-3p	A_25_P00012461	FALSE	mir|hsa-miR-483-3p|mir|MIMAT0002173	chr11:002112007-002111991	NA	
336	94	150	hsa-miR-371-5p	A_25_P00012324	FALSE	mir|hsa-miR-371-5p|mir|MIMAT0004687	chr19:058982754-058982765	NA	
337	94	148	hsa-miR-297	A_25_P00013108	FALSE	mir|hsa-miR-297|mir|MIMAT0004450	chr4:112001210-112001197	NA	
338	94	146		NA	ignore				-- ignore
339	94	144		dmr_31a	pos				CONTROL
340	94	142	hsa-miR-548d-5p	A_25_P00012837	FALSE	mir|hsa-miR-548d-5p|mir|MIMAT0004812	chr17:062898112-062898093	NA	
341	94	140	hsa-miR-376a	A_25_P00010276	FALSE	mir|hsa-miR-376a|mir|MIMAT0000729	chr14:100576918-100576935	NA	
342	94	138	hsa-miR-656	A_25_P00014346	FALSE	mir|hsa-miR-656|mir|MIMAT0003332	chr14:100602857-100602876	NA	
343	94	136	hsa-miR-556-5p	A_25_P00012714	FALSE	mir|hsa-miR-556-5p|mir|MIMAT0003220	chr1:160578976-160578996	NA	
344	94	134	hsa-miR-101	A_25_P00012038	FALSE	mir|hsa-miR-101|mir|MIMAT0000099	chr9:004840347-004840365	NA	
345	94	132		hur_5	pos				CONTROL
346	94	130	hsa-miR-520h	A_25_P00014879	FALSE	mir|hsa-miR-520h|mir|MIMAT0002867	chr19:058937634-058937653	NA	
347	94	128	hsa-miR-494	A_25_P00012505	FALSE	mir|hsa-miR-494|mir|MIMAT0002816	chr14:100565779-100565792	NA	
348	94	126	hsa-miR-146b-5p	A_25_P00010386	FALSE	mir|hsa-miR-146b-5p|mir|MIMAT0002809|mir|hsa-miR-146b_v9.1	chr10:104186270-104186288	NA	
349	94	124	hsa-miR-517c	A_25_P00012613	FALSE	mir|hsa-miR-517c|mir|MIMAT0002866|mir|hsa-miR-519a|mir|MIMAT0002869	chr19:058947518-058947536	NA	
350	94	122	hsa-miR-1238	A_25_P00014964	FALSE	mir|hsa-miR-1238|mir|MIMAT0005593	chr19:010523867-010523878	NA	
351	94	120	hsa-miR-644	A_25_P00011404	FALSE	mir|hsa-miR-644|mir|MIMAT0003314	chr20:032517854-032517869	NA	
352	94	118		NA	ignore				-- ignore
353	94	116	hsa-miR-9*	A_25_P00010316	FALSE	mir|hsa-miR-9*|mir|MIMAT0000442|mir|hsa-miR-9*_v9.1	chr15:087712309-087712327	NA	
354	94	114	ebv-miR-BART19-5p	A_25_P00013785	FALSE	mir|ebv-miR-BART19-5p|mir|MIMAT0004836	unmapped	NA	
355	94	112	hsa-miR-24-1*	A_25_P00014494	FALSE	mir|hsa-miR-24-1*|mir|MIMAT0000079|mir|hsa-miR-189_v9.1	chr9:096888131-096888151	NA	
356	94	110		mr_1	pos				CONTROL
357	94	108		NA	ignore				-- ignore
358	94	106	hsa-miR-551b*	A_25_P00013619	FALSE	mir|hsa-miR-551b*|mir|MIMAT0004794	chr3:169752367-169752378	NA	
359	94	104	hsa-miR-342-5p	A_25_P00012353	FALSE	mir|hsa-miR-342-5p|mir|MIMAT0004694	chr14:099645766-099645783	NA	
360	94	102	hsa-miR-218-1*	A_25_P00013338	FALSE	mir|hsa-miR-218-1*|mir|MIMAT0004565	chr4:020139071-020139084	NA	
361	94	100	hsa-miR-340*	A_25_P00013545	FALSE	mir|hsa-miR-340*|mir|MIMAT0000750	chr5:179374987-179374968	NA	
362	94	98	hsa-miR-646	A_25_P00011963	FALSE	mir|hsa-miR-646|mir|MIMAT0003316	chr20:058316990-058317005	NA	
363	94	96		NC2_00106057	neg				CONTROL
364	94	94	ebv-miR-BART19-3p	A_25_P00013788	FALSE	mir|ebv-miR-BART19-3p|mir|MIMAT0003718	unmapped	NA	
365	94	92	hsa-miR-605	A_25_P00010397	FALSE	mir|hsa-miR-605|mir|MIMAT0003273	chr10:052729360-052729376	NA	
366	94	90	ebv-miR-BART13	A_25_P00011854	FALSE	mir|ebv-miR-BART13|mir|MIMAT0003424	unmapped	NA	
367	94	88	ebv-miR-BART3*	A_25_P00011683	FALSE	mir|ebv-miR-BART3*|mir|MIMAT0003410|mir|ebv-miR-BART3-5p_v9.1	unmapped	NA	
368	94	86	hsa-miR-154*	A_25_P00010115	FALSE	mir|hsa-miR-154*|mir|MIMAT0000453	chr14:100595897-100595916	NA	
369	94	84	hsa-miR-222*	A_25_P00013350	FALSE	mir|hsa-miR-222*|mir|MIMAT0004569	chrX:045491416-045491401	NA	
370	94	82	hsa-miR-107	A_25_P00011069	FALSE	mir|hsa-miR-107|mir|MIMAT0000104	chr10:091342555-091342536	NA	
371	94	80	hsa-miR-1226	A_25_P00014927	FALSE	mir|hsa-miR-1226|mir|MIMAT0005577	chr3:047866111-047866123	NA	
372	94	78	hsa-miR-220c	A_25_P00012934	FALSE	mir|hsa-miR-220c|mir|MIMAT0004915	chr19:053755372-053755356	NA	
373	94	76	hsa-miR-99b	A_25_P00014849	FALSE	mir|hsa-miR-99b|mir|MIMAT0000689	chr19:056887689-056887704	NA	
374	94	74	kshv-miR-K12-7	A_25_P00011692	FALSE	mir|kshv-miR-K12-7|mir|MIMAT0002187	unmapped	NA	
375	94	72	hsa-let-7f-1*	A_25_P00013134	FALSE	mir|hsa-let-7f-1*|mir|MIMAT0004486	chr9:095978515-095978533	NA	
376	94	70	hsa-miR-629*	A_25_P00010831	FALSE	mir|hsa-miR-629*|mir|MIMAT0003298|mir|hsa-miR-629_v9.1	chr15:068158846-068158834	NA	
377	94	68	hsa-miR-495	A_25_P00012508	FALSE	mir|hsa-miR-495|mir|MIMAT0002817	chr14:100569896-100569915	NA	
378	94	66	hsa-miR-577	A_25_P00010514	FALSE	mir|hsa-miR-577|mir|MIMAT0003242	chr4:115797379-115797399	NA	
379	94	64		NegativeControl	neg				CONTROL
380	94	62	hsa-miR-619	A_25_P00011291	FALSE	mir|hsa-miR-619|mir|MIMAT0003288	chr12:107754896-107754881	NA	
381	94	60	hsa-miR-624*	A_25_P00011055	FALSE	mir|hsa-miR-624*|mir|MIMAT0003293|mir|hsa-miR-624_v9.1	chr14:030553639-030553621	NA	
382	94	58		NC1_00000197	neg				CONTROL
383	94	56	ebv-miR-BART18-3p	A_25_P00013783	FALSE	mir|ebv-miR-BART18-3p|mir|MIMAT0004835	unmapped	NA	
384	94	54	hsa-miR-938	A_25_P00013081	FALSE	mir|hsa-miR-938|mir|MIMAT0004981	chr10:029931234-029931221	NA	
385	94	52	hsa-miR-520a-3p	A_25_P00010201	FALSE	mir|hsa-miR-520a-3p|mir|MIMAT0002834|mir|hsa-miR-520a_v9.1	chr19:058886001-058886020	NA	
386	94	50	hsa-miR-548d-5p	A_25_P00012838	FALSE	mir|hsa-miR-548d-5p|mir|MIMAT0004812	chr8:124429500-124429480	NA	
387	94	48	hsa-miR-766	A_25_P00011964	FALSE	mir|hsa-miR-766|mir|MIMAT0003888	chrX:118664814-118664799	NA	
388	94	46	hsa-miR-516a-5p	A_25_P00014151	FALSE	mir|hsa-miR-516a-5p|mir|MIMAT0004770	chr19:058951826-058951844	NA	
389	94	44		NA	ignore				-- ignore
390	94	42	hsa-miR-138-2*	A_25_P00013410	FALSE	mir|hsa-miR-138-2*|mir|MIMAT0004596	chr16:055449994-055450008	NA	
391	94	40	hsa-miR-29a	A_25_P00012012	FALSE	mir|hsa-miR-29a|mir|MIMAT0000086	chr7:130212108-130212090	NA	
392	94	38	ebv-miR-BART1-5p	A_25_P00013718	FALSE	mir|ebv-miR-BART1-5p|mir|MIMAT0000999	unmapped	NA	
393	94	36	hsa-miR-874	A_25_P00012919	FALSE	mir|hsa-miR-874|mir|MIMAT0004911	chr5:137011227-137011215	NA	
394	94	34	hsa-miR-592	A_25_P00010207	FALSE	mir|hsa-miR-592|mir|MIMAT0003260	chr7:126485414-126485396	NA	
395	94	32	hsa-miR-1226*	A_25_P00015004	FALSE	mir|hsa-miR-1226*|mir|MIMAT0005576	chr3:047866064-047866074	NA	
396	94	30	hsa-miR-490-5p	A_25_P00012476	FALSE	mir|hsa-miR-490-5p|mir|MIMAT0004764	chr7:136238498-136238511	NA	
397	94	28		NA	ignore				-- ignore
398	94	26	hcmv-miR-US25-2-3p	A_25_P00011728	FALSE	mir|hcmv-miR-US25-2-3p|mir|MIMAT0001583	unmapped	NA	
399	94	24	hsa-miR-500*	A_25_P00010501	FALSE	mir|hsa-miR-500*|mir|MIMAT0002871|mir|hsa-miR-500_v9.1	chrX:049659835-049659851	NA	
400	94	22	hsa-miR-877*	A_25_P00015000	FALSE	mir|hsa-miR-877*|mir|MIMAT0004950	chr6:030660161-030660173	NA	
401	94	20	hsa-miR-203	A_25_P00010629	FALSE	mir|hsa-miR-203|mir|MIMAT0000264	chr14:103653563-103653580	NA	
402	94	18		NA	ignore				-- ignore
403	94	16		NA	ignore				-- ignore
404	94	14	hsa-miR-122	A_25_P00012154	FALSE	mir|hsa-miR-122|mir|MIMAT0000421	chr18:054269303-054269321	NA	
405	94	12	hsa-miR-423-5p	A_25_P00012418	FALSE	mir|hsa-miR-423-5p|mir|MIMAT0004748	chr17:025468247-025468261	NA	
406	94	10	hsa-miR-485-3p	A_25_P00010360	FALSE	mir|hsa-miR-485-3p|mir|MIMAT0002176	chr14:100591560-100591575	NA	
407	94	8	hsa-miR-483-3p	A_25_P00012462	FALSE	mir|hsa-miR-483-3p|mir|MIMAT0002173	chr11:002112007-002111990	NA	
408	94	6	hsa-miR-508-5p	A_25_P00012666	FALSE	mir|hsa-miR-508-5p|mir|MIMAT0004778	chrX:146126170-146126156	NA	
409	94	4	hsa-miR-520h	A_25_P00014879	FALSE	mir|hsa-miR-520h|mir|MIMAT0002867	chr19:058937634-058937653	NA	
410	94	2		NA	ignore				-- ignore
411	94	163	hsa-miR-186	A_25_P00012242	FALSE	mir|hsa-miR-186|mir|MIMAT0000456	chr1:071305937-071305918	NA	
412	94	161		NA	ignore				-- ignore
413	94	159		dmr_285	pos				CONTROL
414	94	157	hsa-miR-550*	A_25_P00010449	FALSE	mir|hsa-miR-550*|mir|MIMAT0003257|mir|hsa-miR-550_v9.1	chr7:030296001-030296016	NA	
415	94	155	hsa-miR-100*	A_25_P00013245	FALSE	mir|hsa-miR-100*|mir|MIMAT0004512	chr11:121528215-121528197	NA	
416	94	153	hsa-miR-92a-2*	A_25_P00013228	FALSE	mir|hsa-miR-92a-2*|mir|MIMAT0004508	chrX:133131263-133131247	NA	
417	94	151	hsa-miR-769-5p	A_25_P00011954	FALSE	mir|hsa-miR-769-5p|mir|MIMAT0003886	chr19:051214062-051214080	NA	
418	94	149	hsa-miR-186	A_25_P00012242	FALSE	mir|hsa-miR-186|mir|MIMAT0000456	chr1:071305937-071305918	NA	
419	94	147	hsa-miR-875-5p	A_25_P00012955	FALSE	mir|hsa-miR-875-5p|mir|MIMAT0004922	chr8:100618221-100618200	NA	
420	94	145	hsa-miR-143*	A_25_P00013418	FALSE	mir|hsa-miR-143*|mir|MIMAT0004599	chr5:148788706-148788721	NA	
421	94	143	hsa-miR-196b	A_25_P00012411	FALSE	mir|hsa-miR-196b|mir|MIMAT0001080	chr7:027175659-027175641	NA	
422	94	141	hsa-miR-380*	A_25_P00010793	FALSE	mir|hsa-miR-380*|mir|MIMAT0000734|mir|hsa-miR-380-5p_v9.1	chr14:100561119-100561132	NA	
423	94	139		NA	ignore				-- ignore
424	94	137		NA	ignore				-- ignore
425	94	135	hsa-miR-30e	A_25_P00012300	FALSE	mir|hsa-miR-30e|mir|MIMAT0000692	chr1:040992636-040992651	NA	
426	94	133	hsa-miR-518c*	A_25_P00014877	FALSE	mir|hsa-miR-518c*|mir|MIMAT0002847|mir|hsa-miR-518d-5p|mir|MIMAT0005456|mir|hsa-miR-520c-5p|mir|MIMAT0005455|mir|hsa-miR-526a|mir|MIMAT0002845	chr19:058902539-058902555	NA	
427	94	131	ebv-miR-BHRF1-2*	A_25_P00011823	FALSE	mir|ebv-miR-BHRF1-2*|mir|MIMAT0000996	unmapped	NA	
428	94	129	hsa-miR-324-5p	A_25_P00010154	FALSE	mir|hsa-miR-324-5p|mir|MIMAT0000761	chr17:007067377-007067362	NA	
429	94	127	hsa-miR-154	A_25_P00010583	FALSE	mir|hsa-miR-154|mir|MIMAT0000452	chr14:100595862-100595880	NA	
430	94	125		NA	ignore				-- ignore
431	94	123	hsa-miR-541	A_25_P00012944	FALSE	mir|hsa-miR-541|mir|MIMAT0004920	chr14:100600645-100600659	NA	
432	94	121	hsa-miR-20a*	A_25_P00013171	FALSE	mir|hsa-miR-20a*|mir|MIMAT0004493	chr13:090801364-090801384	NA	
433	94	119	hsa-miR-154*	A_25_P00010116	FALSE	mir|hsa-miR-154*|mir|MIMAT0000453	chr14:100595898-100595916	NA	
434	94	117	hsa-miR-299-5p	A_25_P00010445	FALSE	mir|hsa-miR-299-5p|mir|MIMAT0002890	chr14:100559892-100559911	NA	
435	94	115	hsa-miR-412	A_25_P00010268	FALSE	mir|hsa-miR-412|mir|MIMAT0002170	chr14:100601599-100601612	NA	
